channel,date,min,max,mean,stDev
1,2020-06-20,0.0,0.7957305908203125,0.025223705488044996,0.07702823304045901
1,2020-06-21,0.0,0.6081377863883972,0.014210905697074897,0.05716830506280177
1,2020-06-22,0.0,0.6105296015739441,0.014527712655538372,0.05669731039343938
1,2020-06-23,0.0,0.571662425994873,0.030414542743860334,0.08360611236540433
1,2020-06-24,0.0,0.5503403544425964,0.01293323623221092,0.052680442039269804
1,2020-06-25,0.0,1.0,0.05931255801886797,0.12889452202205356
1,2020-06-26,0.0,0.5714737176895142,0.028105874246062864,0.07916434935687565
1,2020-06-27,0.0,0.5944329500198364,0.020207252784690176,0.0695586349588229
1,2020-06-28,0.0,0.30221906304359436,0.03930070228340682,0.06714398405371086
1,2020-06-29,0.0,0.48840558528900146,0.02263675430912905,0.061620650414274176
1,2020-06-30,0.0,1.0,0.023346220712369196,0.08082063726908073
1,2020-07-01,0.0,0.4795286953449249,0.01045684430875165,0.04855251298213203
1,2020-07-02,0.0,0.9514800310134888,0.03315660376687257,0.09523016464274599
1,2020-07-03,0.0,0.6961184144020081,0.03349944460689582,0.10393104380987904
1,2020-07-04,0.0,0.3279237151145935,0.024592465500904798,0.05914126410212137
1,2020-07-05,0.0,0.8269341588020325,0.04608441966889218,0.11750751072399127
1,2020-07-06,0.0,0.8027044534683228,0.02105411775863475,0.07045158153472544
1,2020-07-07,0.0,0.7587080597877502,0.025931257228373795,0.08654510579194435
1,2020-07-08,0.0,0.5560701489448547,0.017563413336015455,0.06051856552743764
1,2020-07-09,0.0,1.0,0.10867512255926119,0.17530178442579328
1,2020-07-10,0.0,0.625547468662262,0.045129211932849925,0.10345764250453808
1,2020-07-11,0.0,1.0,0.029017654807000904,0.09150632344057258
1,2020-07-12,0.0,0.6161834597587585,0.1642258909139782,0.20401084589673052
1,2020-07-13,0.0,0.8380286693572998,0.1105589178071953,0.16382295734371044
1,2020-07-14,0.0,0.8297256231307983,0.03461245585923637,0.09579175484088881
1,2020-07-15,0.0,0.849474310874939,0.035665159860878475,0.09585978323171278
1,2020-07-16,0.0,0.7064521908760071,0.017457671256605908,0.06243273994425523
1,2020-07-17,0.0,0.8870495557785034,0.042007980170791964,0.11321546219258198
1,2020-07-18,0.0,0.5889312624931335,0.013914636644200519,0.05296382514807316
1,2020-07-19,0.0,0.8630233407020569,0.10189163811477178,0.1629306951594091
1,2020-07-20,0.0,0.18555207550525665,0.0016364933364119397,0.014008085247789775
1,2020-07-21,0.0,0.04656185954809189,0.0038800896176586007,0.012808534418914514
1,2020-07-22,0.0,0.6925979852676392,0.025828257877736117,0.08074994063697745
1,2020-07-23,0.0,0.6136668920516968,0.01996187882433397,0.06598315299728157
1,2020-07-24,0.0,0.34515535831451416,0.012585510715769339,0.049969771536408414
1,2020-07-25,0.0,0.9441397786140442,0.02417187871983171,0.09497405654392999
1,2020-07-26,0.0,1.0,0.046930835034364654,0.12140527718228247
1,2020-07-27,0.0,1.0,0.036748856181712204,0.10031257943997057
1,2020-07-28,0.0,0.49357733130455017,0.08960669470455401,0.12075551886179237
1,2020-07-29,0.019858622923493385,0.8042284846305847,0.35743380673137487,0.26503844189936365
1,2020-07-30,0.0,0.6843416094779968,0.06583028647397725,0.13530688359429272
1,2020-07-31,0.0,1.0,0.5445479729767897,0.3006351900709933
1,2020-08-01,0.0,1.0,0.42517392563254197,0.31602403576853116
1,2020-08-02,0.0,1.0,0.050657191221278694,0.12377675216239842
1,2020-08-03,0.0,0.710983395576477,0.028130764514053268,0.09043863865150388
1,2020-08-04,0.0,0.42916175723075867,0.03215622786154759,0.08219803232386903
1,2020-08-05,0.0,0.40045249462127686,0.051886233359253214,0.0888323402052844
1,2020-08-06,0.0,0.6477184295654297,0.06227031209107984,0.11822236459327268
1,2020-08-07,0.0,1.0,0.2384466718890572,0.25383756672280294
1,2020-08-08,0.0,1.0,0.08811569600846282,0.1670721984820022
1,2020-08-09,0.0,0.0,0.0,0.0
1,2020-08-10,0.0,0.9579651355743408,0.024291510574294878,0.0858231102874694
1,2020-08-11,0.0,0.6070676445960999,0.012858848636654627,0.05647743386743168
1,2020-08-12,0.0,1.0,0.13168820221876465,0.1905836039158931
1,2020-08-13,0.0,1.0,0.056163436248150206,0.15819005051412205
1,2020-08-14,0.0,0.7634349465370178,0.1556892293626493,0.21450665089960233
1,2020-08-15,0.0,1.0,0.29098783202657574,0.2973058341583889
1,2020-08-16,0.0,0.6949877738952637,0.1483873599723271,0.20048577725795935
1,2020-08-17,0.0,1.0,0.04743529252816195,0.12894195797447938
1,2020-08-18,0.0,1.0,0.07967119636167963,0.15073607952204324
1,2020-08-19,0.0,1.0,0.15708200600238317,0.21418866071214937
1,2020-08-20,0.0,0.8719433546066284,0.25242070359997,0.33530292921728205
1,2020-08-21,0.0,0.7648870944976807,0.03191802654109081,0.08853144093369392
1,2020-08-22,0.0,0.9691149592399597,0.024002627419144752,0.08622012731023955
1,2020-08-23,0.0,0.8684431910514832,0.04809633600395485,0.12069193811747145
1,2020-08-24,0.0,1.0,0.03679590441914349,0.10598226493188534
1,2020-08-25,0.0,0.5598505735397339,0.011652014000575639,0.053246027861863575
1,2020-08-26,0.0,0.5943238735198975,0.0078518412143776,0.04223240951337465
1,2020-08-27,0.0,1.0,0.03255271438229498,0.09439346476628716
1,2020-08-28,0.0,1.0,0.15405837209215267,0.22393565959349743
1,2020-08-29,NaN,NaN,NaN,NaN
1,2020-08-30,NaN,NaN,NaN,NaN
1,2020-08-31,0.0,1.0,0.17216569505065307,0.2195377270775785
1,2020-09-01,0.0,0.5608536601066589,0.01463610779344972,0.05387602829098411
1,2020-09-02,0.0,1.0,0.029463023424990017,0.09163317958491941
1,2020-09-03,0.0,0.8043884038925171,0.032833708250195645,0.1082969186913783
1,2020-09-04,0.0,1.0,0.04184259734522802,0.12211095331867114
1,2020-09-05,0.0,1.0,0.1333730620825662,0.20235182076713515
1,2020-09-06,0.0,0.7414000034332275,0.06218746082240332,0.12031048086750444
1,2020-09-07,0.0,1.0,0.046681380377849406,0.11941315898181815
1,2020-09-08,0.0,1.0,0.031077920060711216,0.09561236589841388
1,2020-09-09,0.0,0.9199252724647522,0.010496639925439302,0.05590279199748844
1,2020-09-10,0.0,0.2645454704761505,0.02373727982133331,0.06008577700660385
1,2020-09-11,0.0,0.6908705830574036,0.11898588214103993,0.15586200592380786
1,2020-09-12,0.0,0.19087661802768707,0.005390432310839703,0.02771955156596687
1,2020-09-13,0.0,0.735480010509491,0.02437938191934979,0.0777024777444106
1,2020-09-14,0.0,0.9160701632499695,0.05406228822730751,0.16728645825533667
1,2020-09-15,0.0,1.0,0.0813150112791989,0.16657279044218556
1,2020-09-16,NaN,NaN,NaN,NaN
